VD,North,East
10800128,6224930,535012
10800131,6222160,534886
10800132,6222590,537314
10800133,6224030,537643
10800134,6224720,536307
10800135,6224280,535954
10800136,6224330,536529
10800137,6225210,537418
10800138,6226220,536956
10800139,6227130,537311
10800140,6226150,538709
10800430,6218660,533614
10810101,6230090,517461
10810102,6227510,518967
10810103,6229230,518707
10810104,6228990,517278
10810105,6230810,515428
10810106,6228900,516072
10810107,6228780,516701
10810108,6226070,517332
10810109,6224900,512769
10810110,6256760,526153
10810111,6236230,518287
10810112,6234240,519589
10810113,6231560,518475
10810314,6250860,505916
10810617,6225240,527149
10810718,6221930,520183
10810920,6233380,524352
10811021,6225720,506671
10811022,6231950,507352
10820101,6226640,491047
10820102,6226320,492056
10820103,6225560,491299
10820104,6225110,491552
10820105,6224280,491745
10820106,6223300,490282
10820107,6225400,492736
10820108,6224220,493875
10820310,6232040,498826
10820512,6226690,488092
10820513,6228140,491891
10820514,6234000,492040
10820515,6228850,490060
10820517,6242860,488394
10820518,6233510,485314
10820619,6223820,484825
10820620,6228540,485361
10820621,6227480,481027
10600101,6244160,467468
10600102,6247290,475842
10600103,6232950,473623
10600104,6237950,477186
10600105,6236540,471876
10600106,6235940,471053
10600107,6239510,470495
10830101,6212100,474344
10830102,6213810,473095
10830103,6209540,472550
10830104,6213980,475486
10830105,6218340,479353
10830106,6222630,476183
10830107,6215050,482131
10830108,6210030,484509
10830109,6207040,481471
10830110,6208390,476464
12800101,6163720,373356
12800102,6166130,375402
12800103,6164180,374461
12800104,6164220,374723
12800105,6163940,374706
12800106,6163260,373840
12800107,6163240,374042
12800108,6164810,372294
12800109,6165280,372571
12800110,6164790,373333
12800111,6164280,375105
12800112,6164090,375023
12800113,6164210,375566
12800114,6164020,375814
12800115,6163800,376084
12800116,6163180,375894
12800117,6163630,375585
12800118,6163900,375268
12800119,6163580,374702
12800120,6163150,374731
12800121,6163350,375007
12800122,6163320,374415
12800123,6163200,374247
12800124,6162900,374074
12800125,6162960,374442
12800126,6162690,374299
12800127,6162530,374078
12800128,6165280,372892
12800129,6163660,374237
12800130,6163650,375060
12800131,6164570,372744
12800132,6163340,375358
12800601,6161110,374668
12800602,6160560,374515
12800603,6160740,375183
12800604,6160530,375534
12800605,6161250,375426
12800606,6160960,375520
12800607,6160500,376350
12800608,6160460,374988
12800609,6160280,375108
12800610,6160020,375103
12800611,6159880,375390
12800612,6159930,376054
12800613,6159750,374708
12800614,6159700,375034
12800615,6159460,375234
12800616,6160000,374536
12800617,6159980,374342
12800618,6159560,374290
12800619,6159200,374570
12800620,6158880,374721
12800621,6159010,374145
12800622,6159000,375032
12800623,6158480,374376
12800624,6158550,376447
12800701,6157800,380240
12800702,6157120,379902
12800703,6156670,381205
12800704,6157760,378208
12800705,6155840,378986
12800706,6156120,380338
12800707,6156150,379518
12800708,6155830,376939
12800801,6161730,375983
12800802,6161570,376255
12800803,6161310,375900
12800804,6160930,376532
12800805,6161410,376738
12800806,6162020,376521
12800807,6162470,376511
12800808,6161600,377258
12800809,6161250,377133
12800810,6162010,377284
12800811,6161950,376255
12800901,6162960,379385
12800902,6163090,378037
12800903,6162490,377673
12800904,6161910,377964
12800905,6161890,378724
12800906,6162380,379008
12800907,6161490,377789
12800908,6161270,378135
12800909,6160140,378057
12800910,6160580,379556
12800911,6160890,381473
12800912,6160480,377333
12800913,6162310,379856
12801001,6164710,376627
12801002,6163860,376652
12801003,6164300,376089
12801004,6163470,377007
12801005,6164370,377003
12801006,6165560,378034
12801007,6164990,377202
12801008,6165150,377588
12801009,6163060,376634
12801010,6164070,378300
12800201,6162880,374654
12800202,6162950,375087
12800203,6162690,375158
12800204,6162620,374573
12800205,6162510,374836
12800206,6162520,375028
12800207,6162210,374453
12800208,6162120,374691
12800209,6161890,374438
12800210,6161690,374066
12800211,6161540,374650
12800212,6161830,374898
12800213,6161330,375012
12800214,6162190,375069
12800215,6162310,375249
12800216,6162420,375489
12800217,6162660,375426
12800218,6162670,375742
12800219,6162400,375842
12800220,6161870,375534
12800221,6161340,375617
12800222,6162370,374575
12800301,6163190,373515
12800302,6162960,373175
12800303,6163160,373113
12800304,6162790,373057
12800305,6162420,373516
12800306,6162830,372781
12800307,6163010,372727
12800308,6163090,372370
12800309,6163170,372829
12800310,6162840,372393
12800311,6163360,372817
12800312,6163590,372773
12800313,6163430,372544
12800314,6163620,371775
12800315,6163550,372284
12800316,6163310,372329
12800317,6163290,371667
12800318,6162720,371405
12800319,6162350,371875
12800320,6162640,372209
12800321,6162560,372733
12800322,6162100,372380
12800323,6162400,372564
12800324,6162470,373039
12800401,6162430,370851
12800402,6161510,370953
12800403,6161930,370413
12800404,6162520,369050
12800405,6161740,369532
12800406,6161650,370068
12800407,6161470,369220
12800408,6161250,369876
12800409,6160810,370680
12800410,6160770,369712
12800411,6161030,368938
12800412,6160250,368215
12800413,6161080,371499
12800414,6159760,370742
12800415,6160080,371617
12800416,6159180,368230
12800417,6158020,368252
12800418,6158460,369007
12800419,6157090,369557
12800420,6159020,369541
12800421,6157460,372029
12800422,6155710,373360
12800423,6154320,373937
12800424,6153990,372002
12800425,6162210,369485
12800426,6159960,369561
12800427,6158230,369966
12800501,6162040,372945
12800502,6161810,372628
12800503,6161670,372890
12800504,6161550,372296
12800505,6161260,372673
12800506,6160970,372315
12800507,6160950,371803
12800508,6160490,372494
12800509,6161570,373402
12800510,6161780,373692
12800511,6161020,373174
12800512,6160840,373736
12800513,6160730,374057
12800514,6160070,373556
12800515,6160160,374034
12800516,6160590,373080
12800517,6160170,372933
12800518,6159530,373413
12800519,6158870,373183
12800520,6158030,373313
12800521,6159360,372141
12600101,6215690,370913
12600102,6217750,368791
12600103,6219570,370431
12600104,6217240,371552
12600105,6217740,370227
12600106,6214630,373432
12600201,6212640,372612
12600302,6216980,375352
12600401,6206220,372155
12600402,6208830,375212
12600403,6207620,372738
12830101,6213650,357173
12830102,6213410,356524
12830103,6213730,355868
12830104,6214290,356634
12830105,6214510,357425
12830106,6214800,356992
12830107,6213870,356479
12830108,6214670,356612
12830109,6214510,356282
12830110,6214300,356026
12830111,6214830,356056
12830112,6215420,356025
12830113,6216800,355235
12830114,6216170,356656
12830115,6215400,356997
12830116,6216800,358158
12830117,6218350,356162
12830118,6217410,356189
12830119,6217520,357563
12830120,6215700,357207
12830121,6214970,356397
12830122,6214620,355633
12830201,6212120,356248
12830202,6213090,356557
12830203,6212830,357321
12830204,6213040,357262
12830205,6213660,357793
12830206,6213280,357423
12830207,6212990,357578
12830208,6213000,358008
12830209,6212330,357990
12830210,6212170,358747
12830211,6214110,359800
12830212,6212870,359754
12830213,6213300,358966
12830214,6213150,358485
12830215,6213990,358732
12830216,6214010,358252
12830217,6213440,360079
12830218,6212420,360993
12830219,6212760,356943
12830301,6207390,360640
12830302,6208810,358745
12830303,6209600,357569
12830304,6210550,358286
12830305,6210890,357458
12830306,6211220,356635
12830307,6211430,358337
12830308,6210780,359097
12830309,6211500,359120
12830310,6210700,360466
12830311,6209630,360937
12830312,6208930,360244
12830313,6211450,360058
12830401,6228800,361290
12830501,6224800,362617
12830601,6222380,355585
12830602,6221010,352200
12830603,6218560,353879
12830604,6219100,354698
12830701,6221080,362439
12830702,6219780,360621
12830703,6218520,360737
12830901,6211500,363000
12830902,6211100,365857
12831201,6216310,365097
12831202,6212060,368831
12831301,6208440,365961
12831302,6209050,362321
12831401,6203510,370814
12831601,6205520,360575
12831602,6204080,360237
12831603,6206010,362984
12831604,6204950,365888
12831605,6204400,361885
12831701,6215210,357885
12831702,6214720,358301
12831703,6215470,358623
12831704,6215570,358070
12831705,6215900,358651
12831706,6215630,359306
12831707,6215750,361007
12831708,6214820,359192
12840001,6240030,345037
12840002,6237770,349660
12840003,6234690,354013
12840004,6232010,358151
12840005,6232670,347875
12840006,6232460,350790
12840007,6230830,347706
12840008,6229700,348661
12840009,6230660,349255
12840010,6228950,352836
12840011,6228640,348527
12840012,6228020,348815
12840013,6226800,349054
12840014,6226030,350760
12840015,6224430,349700
12140101,6199340,385068
12140201,6201180,381431
12140501,6209770,381331
12140601,6199330,375685
12140901,6192340,381011
12141301,6205100,389755
12660201,6190910,412737
12660202,6197330,418078
12660203,6187150,413958
12660204,6188660,419589
12660301,6183870,427403
12660501,6194700,412373
12660701,6180640,416155
12660801,6192190,426525
12670201,6202050,411782
12670202,6198400,407582
12670203,6198780,411122
12670204,6202250,407399
12670301,6189290,405343
12670401,6195300,407460
12670601,6203650,401831
12670801,6207670,413358
12820101,6193290,365428
12820102,6194420,363735
12820103,6194030,364349
12820104,6194030,364666
12820105,6193970,365074
12820106,6194160,365660
12820107,6194650,364983
12820108,6194670,364388
12820109,6195090,364110
12820110,6195310,364589
12820111,6195150,365094
12820112,6195890,365631
12820113,6196040,364757
12820114,6196580,363735
12820115,6195740,363796
12820116,6197360,363278
12820201,6198180,356105
12820301,6189860,374293
12820401,6192850,369531
12820402,6190210,370441
12820501,6196360,371607
12820701,6202450,362455
12820801,6198620,366746
12850101,6188150,394534
12850102,6189240,393366
12850103,6190170,393018
12850104,6190470,393997
12850105,6190810,393446
12850106,6190050,392012
12850107,6189080,392632
12850108,6188100,392262
12850109,6191570,397097
12850110,6186060,390703
12850111,6189500,393850
12850201,6196450,398861
12850401,6193140,391125
12850801,6203260,395992
12850901,6185970,398712
12851101,6192650,385080
12851301,6183000,408515
12851401,6177360,407172
12851601,6180790,398406
12300101,6167660,391892
12300409,6170620,385506
12300610,6170380,382682
12300702,6168930,387818
12300703,6168080,387955
12300704,6169230,386440
12300705,6167410,387398
12300706,6166760,386928
12300707,6166830,386201
12300708,6168000,386333
12300712,6166240,388842
12300713,6172890,382457
12300911,6165840,384184
12610101,6184910,381979
12610102,6183810,380939
12610103,6187700,381410
12610104,6185090,379726
12610105,6185190,380730
12610301,6186150,376519
12610302,6187530,372583
12610401,6182220,381931
12610402,6183160,380271
12610403,6180830,379743
12610901,6186750,385653
12610902,6184960,383063
12611001,6185510,371388
12611201,6180510,371397
12611202,6181520,374620
12611203,6180870,374594
12611204,6182660,376879
12810101,6174750,386625
12810102,6174810,386256
12810103,6174390,386831
12810104,6174180,386965
12810105,6173970,386495
12810106,6173770,386543
12810107,6173760,387489
12810108,6174100,386014
12810109,6173940,387095
12810110,6173860,386934
12810111,6174200,386358
12810201,6175960,385479
12810202,6173930,384821
12810203,6174640,385247
12810204,6174530,385723
12810205,6175210,385855
12810206,6174770,384753
12810207,6175440,383180
12810208,6174870,384195
12810209,6175240,384885
12810210,6175080,385093
12810211,6175110,385561
12810301,6172530,388682
12810302,6173560,389175
12810303,6173960,389309
12810304,6174320,390130
12810305,6173310,390151
12810401,6174970,387115
12810402,6175230,386199
12810403,6175680,387800
12810404,6174620,387877
12810405,6176120,387080
12810406,6176090,386374
12810407,6175640,386229
12810501,6177450,385741
12810502,6176630,385634
12810503,6176690,384785
12810504,6177370,384538
12810505,6177560,383180
12811301,6174310,391834
12811302,6177970,397153
12811303,6174160,395046
12811304,6176200,401081
12811601,6170040,396409
12811602,6170940,394331
12811603,6167820,397963
12811604,6171250,397769
12811605,6171380,401040
12812001,6162510,397815
12812002,6158560,402736
12812101,6170080,407407
12812102,6165710,404741
12812103,6162660,405417
12812401,6172700,386352
12812402,6173330,386889
12812403,6173300,385292
12812404,6173610,385463
12812405,6172660,385449
12812406,6173170,385709
12812501,6176410,388150
12812502,6176740,386488
12812503,6176760,387337
12812504,6176980,387900
12812505,6177880,388184
12812506,6177420,386400
12812507,6176550,387691
12812508,6176610,388002
12812509,6176510,387337
12812510,6177120,386862
12812601,6176730,389719
12812602,6174220,388464
12812603,6175030,388715
12812604,6176030,389383
12812605,6175460,389694
12812606,6174680,389302
12812701,6179260,385456
12812702,6180940,388587
12310101,6169920,380845
12310102,6168920,381673
12310103,6168640,380687
12310104,6168230,379139
12310105,6166740,378649
12310106,6166660,378997
12310107,6166820,379384
12310108,6167260,379500
12310109,6165770,380281
12310110,6167580,377147
12330201,6150330,372481
12330301,6152130,372775
12330401,6147940,375699
12330402,6147880,372666
12330403,6149100,375411
12330501,6143970,364956
12330502,6142630,363473
12330503,6140680,368221
12330504,6141720,369142
12330601,6139110,361987
12330602,6140580,365057
12330801,6145260,375384
12330802,6142910,370611
12330803,6142660,371459
12330901,6141010,371852
12330902,6141770,370191
12330903,6141870,374127
12331201,6148100,381648
12331301,6151860,380557
12620101,6173120,379231
12620102,6171980,377944
12620103,6170440,378850
12620104,6171270,379336
12620105,6169090,378260
12620106,6172030,379926
12620107,6171000,377794
12620201,6178910,377217
12620202,6178430,375123
12620301,6176040,376179
12620302,6176310,375123
12620303,6176590,379493
12630101,6152760,388317
12630102,6153210,388995
12630103,6153360,388069
12630104,6151830,384094
12630105,6155060,387978
12630106,6152680,395625
12630107,6150630,389059
12630701,6160840,385615
12630702,6157890,385490
12630801,6159750,391091
12630802,6162190,389369
12870101,6138140,380708
12870102,6139580,381659
12870103,6139490,382550
12870104,6138540,382283
12870105,6137950,383181
12870106,6138500,383268
12870107,6139530,383082
12870108,6139530,383550
12870116,6137240,382283
12870201,6140450,377557
12870301,6142020,381530
12871001,6146190,386052
12872801,6146550,399219
12873101,6145940,392821
12870109,6138720,383973
12870110,6137230,383292
12870111,6137420,384088
12870112,6139500,384065
12870113,6137840,384882
12870114,6137070,385286
12870115,6138160,388113
12871301,6141770,388192
12871401,6138870,385305
12871501,6135190,389265
12871701,6140200,394827
12872101,6135440,395875
12872501,6139630,400997
12640101,6151620,403677
12640102,6150160,406921
12640103,6148670,404026
12640104,6147170,406197
12640301,6142200,405446
12640601,6142880,408965
12640602,6141980,411686
12641001,6146670,409204
12641101,6154670,407630
12641201,6150720,412551
12650101,6164370,418000
12650301,6165850,418923
12650302,6165630,418119
12650303,6167530,415115
12650304,6168070,419389
12650401,6158920,418805
12650501,6158690,411158
12650601,6163570,410039
12650901,6164610,426056
12651001,6168920,431383
12651101,6177350,426427
12651201,6171750,422062
12651501,6174130,416113
12860101,6142850,424455
12860102,6142840,422979
12860103,6143460,424679
12860104,6144100,424288
12860105,6144490,424833
12860106,6144800,425763
12860107,6143830,425397
12860108,6143940,426103
12860109,6143500,428044
12860110,6142620,425321
12860111,6143670,423273
12860112,6143120,425613
12860401,6145300,418141
12860701,6147340,427442
12861101,6144210,433910
12861102,6146080,432947
12861201,6152580,422983
12861601,6140060,446146
12861801,6143040,439606
12570101,6244880,393277
12570102,6241100,399337
12570103,6239190,393279
12570104,6239650,394296
12570105,6235430,392696
12570206,6234790,388110
12570307,6248230,404420
12760101,6225320,383538
12760102,6222730,385005
12760103,6222500,382610
12760106,6221700,384331
12760204,6226030,390441
12760305,6218060,385995
12760410,6214340,398692
12760507,6216110,390843
12760711,6229080,380378
12770101,6223220,372403
12770102,6224720,373434
12770105,6222970,371672
12770106,6222120,371246
12770107,6222200,374004
12770110,6223950,372265
12770203,6222530,369215
12770204,6220760,367585
12770308,6223070,378590
12770309,6220440,377855
12780101,6255850,366383
12780102,6255640,367897
12780202,6246300,362214
12780203,6247320,366653
12780303,6251150,362665
12780404,6254170,359289
12780506,6258820,358932
12780607,6256090,351451
12780703,6253510,371366
12920101,6226300,366828
12920102,6230440,370531
12920103,6233720,367312
12920104,6233870,364740
12920105,6234670,367986
12920106,6234840,368607
12920107,6234920,367489
12920108,6235760,368026
12920109,6235790,366121
12920110,6236990,366786
12920111,6235400,367669
12920201,6235820,368881
12920202,6235670,372878
12920203,6239410,380761
12920204,6239340,372716
12920205,6237920,368709
12920206,6238010,367351
12920207,6240120,367312
12920208,6242460,364847
12920209,6243290,361946
12920210,6243030,372040
12920211,6247130,373612
12560103,6225720,449226
12560104,6228900,439970
12560301,6223330,443318
12560401,6230420,450766
12560402,6236980,456661
12560601,6237850,440126
12560603,6234170,445085
12560701,6244010,449785
12720101,6217580,466754
12720102,6214120,466077
12720103,6217090,470599
12720104,6214500,467694
12720201,6211140,466974
12720301,6225690,469083
12730101,6247680,436100
12730102,6251360,434535
12730103,6253860,438393
12730104,6251230,444047
12730105,6245200,438194
12730201,6250580,458144
12730202,6254830,465275
12730301,6260410,444027
12730402,6253430,424561
12750101,6221000,400114
12750102,6223650,399271
12750103,6230650,398686
12750104,6222950,400733
12750105,6224050,402109
12900101,6209930,447278
12900102,6208690,448492
12900103,6209610,448129
12900112,6212440,447354
12900113,6212430,446303
12900209,6209400,445116
12900210,6203780,448403
12900216,6208510,446801
12900402,6206120,433612
12900601,6208860,441541
12900702,6204300,441641
12900803,6199500,446357
12901103,6218750,451635
12901303,6213900,437471
12901401,6216190,443451
12901701,6194210,440205
12902901,6184270,437708
12903001,6186550,446540
12903103,6202940,426688
12903201,6199060,435850
12903202,6199750,436355
12900104,6209950,447857
12900105,6210260,448532
12900106,6210740,447450
12900107,6211420,447755
12900108,6213080,447413
12900109,6213060,447801
12900111,6212000,448389
12900114,6210900,449275
12900901,6209890,450053
12900902,6213320,451462
12900903,6208500,450614
12901501,6198080,456038
12901502,6199090,456623
12901503,6197240,455082
12901504,6190430,451133
12901505,6197990,452418
12901506,6196520,455547
12901507,6200910,456658
12902301,6206540,462709
12902401,6209670,455905
12902501,6205300,453982
12903501,6229410,459701
12930101,6226820,423619
12930102,6224640,422323
12930103,6224360,422938
12930104,6222870,423485
12930105,6224210,423367
12930106,6224310,424076
12930108,6225220,424032
12930109,6223220,420795
12930110,6223510,424778
12930111,6225090,425137
12930112,6226340,424921
12930113,6223990,422480
12930301,6223260,427470
12930302,6230340,430921
12930501,6217620,432049
12930502,6222280,434636
12930503,6214000,429627
12930901,6238650,427712
12931002,6237090,435156
12931203,6248010,420610
12931204,6244540,416892
12931301,6238530,417097
12931302,6241490,421432
12931402,6231340,421203
12931503,6207810,420480
12931504,6212080,416673
12931704,6217580,419750
12931901,6225680,412475
12931902,6222810,407136
12931903,6226310,417179
12931904,6219140,413393
12932005,6233560,409899
12700204,6153410,433609
12700501,6155860,434122
12700502,6155070,433760
12700607,6161260,436251
12700910,6156010,442196
12701113,6174390,437942
12910101,6157610,458520
12910102,6156610,458441
12910103,6155930,459345
12910204,6152120,456881
12910408,6158550,455507
12910609,6146720,452789
12910710,6144930,448652
12910811,6154320,452163
12911013,6161000,450550
12911114,6157410,447579
12911215,6172020,446357
12911316,6151140,447321
12911720,6166240,444886
12911821,6164940,452445
12911922,6168950,451111
13800101,6286820,368969
13800102,6283390,368733
13800103,6281470,368076
13800104,6284140,368378
13800105,6284310,366894
13800106,6283000,367384
13800107,6282030,366978
13800108,6287330,371336
13800109,6283280,368245
13800201,6281210,368825
13800202,6282070,369399
13800203,6282510,369951
13800204,6282790,369649
13800205,6283160,369568
13800206,6283520,369054
13800207,6284220,370484
13800208,6278870,369568
13800209,6282220,370383
13800210,6282430,371049
13800211,6282770,370522
13800212,6281820,371367
13800213,6281310,371343
13800214,6284050,369712
13800215,6283210,369147
13800216,6283080,370040
13800301,6283810,371343
13800302,6284580,371867
13800303,6284520,372772
13800304,6279030,373067
13800305,6284370,377575
13800306,6283500,373662
13800307,6280310,373164
13800308,6282190,371995
13800401,6291280,391131
13800501,6297680,375702
13800502,6297200,377288
13800701,6278060,380298
13800801,6275850,372282
13800901,6280530,365695
13800902,6282940,365561
13800903,6280100,364044
13800904,6281760,363906
13800905,6282640,364010
13800906,6281470,360535
13800907,6284860,363057
13801001,6289530,367664
13801101,6291250,362316
13801102,6290230,358038
13801103,6285840,357317
13801201,6296860,359298
13801401,6300360,363924
13801701,6301770,371797
13801901,6291940,378356
13801902,6299070,382675
13810101,6264580,379966
13810102,6263090,380179
13810103,6263270,376384
13810104,6266580,380222
13810105,6265680,370968
13810301,6251010,386102
13810501,6254080,376219
13810502,6260220,371191
13810601,6255260,397665
13810701,6258960,385419
13810801,6262380,384542
13810901,6266630,398336
13811101,6275150,389752
13811102,6269660,378864
13150101,6311030,381439
13150102,6306100,394649
13150201,6321310,378814
13150401,6323610,399682
13150501,6317970,396343
13150502,6319020,391943
13150503,6313610,394501
13150701,6314800,410823
13820101,6308220,346390
13820102,6310150,346932
13820103,6308940,348252
13820104,6309370,346061
13820105,6309580,347273
13820106,6309770,348548
13820107,6307960,347647
13820108,6307500,348974
13820109,6311070,348409
13820110,6313870,345472
13820112,6306390,349925
13820201,6306940,352519
13820202,6308070,349722
13820301,6310220,363940
13820601,6303800,359200
13820701,6301730,355572
13820801,6310030,343907
13820901,6315470,340369
13820902,6317880,343481
13821001,6319280,352203
13821101,6310420,350058
13821102,6312550,353408
13821201,6319240,361631
13821501,6328880,358826
13821901,6331630,375864
13822301,6334270,365654
13822401,6344890,366832
13830101,6333670,330497
13830103,6334530,334990
13830104,6332860,334580
13830109,6332430,335068
13830110,6334500,336567
13830111,6333620,334775
13831301,6338190,328289
13831302,6340700,338367
13831401,6341400,333450
13831501,6341030,342062
13831701,6344890,334950
13831901,6349470,335493
13831902,6352260,342040
13832001,6352900,324755
13832002,6346390,326007
13832101,6354440,331788
13832201,6348940,352928
13832401,6353460,357709
13830102,6332550,333848
13830105,6331750,334202
13830106,6332270,332853
13830107,6331450,333364
13830108,6331050,334200
13830112,6329750,331806
13830113,6330880,335091
13830201,6334290,338192
13830202,6328790,334000
13830203,6326460,333644
13830204,6324650,334626
13830301,6341780,351240
13830501,6335770,349738
13830601,6332390,343533
13830901,6325960,349706
13831101,6325210,341682
13831102,6323100,339354
13831201,6328450,341450
13840101,6375270,324757
13840102,6374750,324512
13840103,6375880,325131
13840104,6375000,325397
13840105,6374670,326002
13840106,6374050,325534
13840107,6375870,324170
13840108,6373870,323843
13840201,6376450,324314
13840202,6377660,324137
13840203,6377660,328305
13840204,6376110,325983
13840205,6377420,325431
13840206,6380540,323898
13840301,6381330,327477
13840302,6383310,333301
13840401,6375360,316814
13840402,6371920,312082
13840403,6371550,319822
13840404,6373930,319225
13840501,6383490,315974
13840502,6382970,318109
13840503,6382000,313170
13840504,6380730,319720
13840505,6379420,317081
13840506,6378000,312790
13840601,6358210,334399
13840602,6356160,328962
13840801,6362030,328936
13840802,6360640,324115
13840803,6360300,326584
13840901,6365410,338899
13841201,6376370,334770
13841202,6372000,330413
13841203,6367970,330382
13841301,6370580,325712
13841401,6370740,323355
13841402,6369810,321713
13841403,6367390,321962
13841404,6366360,319850
13841405,6364190,321778
13841406,6359200,316131
13841407,6366940,314766
14801011,6398220,316214
14801012,6398350,315754
14801013,6397860,316514
14801014,6397870,316878
14801015,6397930,316264
14801016,6397430,316860
14801017,6396950,316785
14801021,6397260,316102
14801022,6397770,316058
14801031,6398590,316161
14801032,6398220,317054
14801033,6398430,316789
14801034,6398430,316543
14801035,6399140,316904
14801036,6399130,316443
14801037,6398830,316694
14801038,6398460,316347
14801041,6398980,317160
14801042,6399290,317237
14801043,6398560,317202
14801044,6398590,316997
14801045,6398540,317376
14801051,6399070,317663
14801052,6398750,317581
14801053,6399460,317802
14801054,6399110,317914
14801055,6398840,317796
14801056,6398520,318031
14801057,6399160,317452
14801058,6398940,318054
14801061,6397040,318137
14801071,6399340,318597
14801072,6399130,318831
14801073,6399080,318485
14801081,6398640,318854
14801082,6398400,318600
14801083,6398810,318801
14801091,6398790,318450
14801092,6398650,318235
14801093,6398480,318222
14801094,6399500,318253
14801095,6398860,318206
14801096,6399090,318210
14801097,6398780,318612
14801098,6398530,318410
14801100,6397320,320670
14801101,6396990,320379
14801102,6397530,320237
14801103,6398530,320523
14801104,6398290,320605
14801105,6398150,320927
14801106,6397560,320992
14801107,6397090,321239
14801108,6397210,320303
14801109,6397830,320743
14801111,6398330,320384
14801112,6397980,320282
14801113,6398610,319911
14801114,6398120,319820
14801115,6398100,320095
14801116,6398290,320213
14801121,6398740,319440
14801122,6398600,319207
14801123,6398380,319520
14801131,6396890,319883
14801132,6397070,319359
14801133,6397310,319915
14801134,6397680,319255
14801135,6398160,319015
14801136,6397270,319664
14801137,6398020,319468
14801141,6398950,319840
14801151,6398910,319096
14801152,6399460,319572
14801153,6399340,319182
14801154,6399000,319305
14801155,6399150,319503
14801161,6399730,319058
14801162,6400260,319223
14801163,6399890,318672
14801171,6400410,320501
14801172,6400340,320920
14801173,6400890,320080
14801174,6400240,320399
14801175,6400720,320824
14801181,6399790,320000
14801182,6399320,320692
14801183,6399290,320180
14801184,6398940,320312
14801185,6399500,320292
14802011,6400380,321156
14802012,6401530,321274
14802013,6401360,321520
14802014,6400790,321390
14802021,6401230,321882
14802022,6401600,321898
14802031,6401670,322205
14802032,6401520,322566
14802041,6397640,321700
14802042,6397160,321695
14802043,6396950,323148
14802051,6398850,321177
14802052,6398890,321721
14802053,6398240,321680
14802061,6399480,321850
14802062,6399570,321344
14802071,6398930,322411
14802072,6399140,322958
14802081,6400460,321842
14802082,6400490,322360
14802083,6400050,322293
14802084,6400530,321436
14802085,6400540,322058
14802086,6400710,321811
14802087,6400600,321613
14802088,6400190,321317
14802091,6400930,322295
14802101,6401380,323202
14802102,6400260,323238
14802103,6400800,322895
14802104,6400980,323192
14802105,6401760,322916
14802106,6401450,322956
14802111,6402230,323592
14802112,6401470,323672
14802121,6401340,324267
14802122,6398720,324613
14802123,6400870,323711
14802124,6401330,324866
14802125,6400750,324675
14803011,6402830,322652
14803012,6402750,323024
14803013,6402740,322119
14803014,6402460,322209
14803015,6403740,322623
14803016,6403520,323628
14803017,6403270,321671
14803021,6403660,325273
14803022,6403780,324547
14803023,6403220,325606
14803031,6405160,323595
14803032,6404580,322875
14803033,6404680,323225
14803034,6404190,323121
14803035,6405190,322791
14803036,6404950,323976
14803041,6405700,323490
14803042,6405900,323798
14803043,6406370,323507
14803044,6405980,324196
14803051,6406010,325095
14803052,6406570,325407
14803053,6405020,324645
14803054,6405520,324679
14803061,6404560,325291
14803062,6405820,325431
14803063,6404490,326049
14803064,6406230,325955
14804021,6402410,316706
14804022,6401880,316877
14804023,6402240,317801
14804024,6401850,317797
14804025,6401990,318138
14804026,6401920,319202
14804027,6401870,317507
14804028,6401730,318151
14804031,6402720,317339
14804032,6402770,317860
14804033,6403130,317018
14804041,6404420,315638
14804042,6403370,316116
14804043,6402490,316243
14804051,6405330,316830
14804052,6404910,316670
14804053,6405720,316914
14804054,6405600,317505
14804055,6404240,317490
14804056,6404220,318117
14804061,6409380,316132
14804071,6410950,320904
14804072,6410150,321338
14804073,6409320,321061
14804074,6408300,320602
14804075,6409720,321844
14804076,6411940,320644
14804081,6414310,319128
14804091,6404940,318851
14804092,6407130,318745
14804101,6403620,318869
14804102,6403290,319628
14804103,6402730,319644
14804104,6402650,320452
14804121,6404650,319643
14804122,6404440,320901
14804123,6403890,320053
14804124,6403900,320868
14804125,6404140,319610
14804131,6405190,321084
14804132,6406700,320684
14804133,6405090,319803
14804134,6405330,319985
14804135,6406070,319556
14804141,6400490,315270
14804142,6399900,315482
14804143,6400990,315855
14804144,6400790,316287
14804145,6400370,316024
14804151,6401540,318105
14804152,6401210,318133
14804153,6401420,318424
14804154,6401520,317253
14804155,6401070,317059
14804156,6401350,317789
14804161,6399300,315988
14804162,6399740,316207
14804163,6398970,315506
14804164,6399420,315467
14804165,6400200,316780
14804166,6399750,316626
14804171,6399910,317334
14804172,6400650,318336
14804173,6400680,317280
14805011,6395080,313735
14805012,6393870,311701
14805013,6394820,313044
14805014,6395760,313071
14805015,6395870,314017
14805021,6396540,311747
14805031,6396760,314476
14805032,6397730,314326
14805033,6397130,313611
14805041,6396630,315684
14805042,6395770,314821
14805043,6396890,315073
14805051,6393980,306958
14805052,6384470,305769
14805053,6390680,305606
14805061,6394200,313446
14805071,6394890,314617
14805072,6394570,314317
14805081,6394150,314695
14805082,6394390,314947
14805091,6395820,316366
14805092,6395190,316206
14805093,6395480,316470
14805101,6395150,316757
14805102,6395720,316970
14805103,6394430,317673
14805111,6396700,316003
14805112,6396320,316183
